ISO3,year,govexp_GDP,nGDP,govexp,source
GNB,2005,20.167,309516,62420.09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2006,19.807,309467,61296.13,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2007,23.689,333565,79018.21,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2008,21.755,387197,84234.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2009,20.607,390402.6,80450.27,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2010,18.549,420515,78001.33,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2011,17.313,518287.6,89731.13,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2012,12.974,505078.2,65528.85,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2013,12.416,516662.3,64148.79,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2014,22.959,520872.4,119587.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2015,21.503,619725.7,133259.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2016,20.516,698684.5,143342.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2017,18.108,783989.4,141964.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2018,19.476,792885.1,154422.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2019,18.797,799961.8,150368.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2020,25.034,803841.6,201233.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2021,25.004,876729.1,219217.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2022,21.27549,984003.9,209351.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2023,21.89143,1116951,244516.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2024,19.579,1185072,232025.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2025,18.516,1279166,236850.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2026,18.58,1380732,256540,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2027,18.859,1490363,281067.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2028,18.918,1601037,302884.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2029,19.005,1719930,326872.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1980,248.537,11758.75,29224.83,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1981,206.979,14233.43,29460.22,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1982,221.296,20426.34,45202.67,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1983,199.411,26757.02,53356.43,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1984,158.032,30807.76,48686.12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1985,115.36,39665.57,45758.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1986,118.986,38767.37,46127.74,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1987,183,40973.27,74981.08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1988,227.947,44544.18,101537.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1989,116.797,44031.52,51427.49,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1990,212.931,46212.41,98400.55,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1991,284.516,48378.71,137645.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1992,594.77,53590.18,318738.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1993,256.307,56566.04,144982.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1994,509.844,91674.53,467397.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1995,141.501,107480.6,152086.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1996,22.943,174029,39927.48,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1997,14.753,381502.8,56283.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1998,35.087,323318.6,113442.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,1999,18.686,564653.9,105511.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,2000,22.645,1075668,243584.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,2001,13.476,1618330,218086.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNQ,2002,11.255,1893467,213109.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
