ISO3,year,gen_govtax_GDP,source,nGDP,gen_govtax
TLS,2013,93.87901,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1395.727,1310.295
TLS,2014,62.80056,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1447.535,909.0602
TLS,2015,36.07247,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1595.205,575.4298
TLS,2016,14.99514,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1652.604,247.8102
TLS,2017,20.09103,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1598.208,321.0966
TLS,2018,25.12268,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1566.157,393.4607
TLS,2019,27.53294,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2027.034,558.1019
TLS,2020,17.33545,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2162.619,374.8997
TLS,2021,35.08533,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3624.89,1271.805
TLS,2022,40.06925,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3208.594,1285.66
TON,2016,19.79433,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,933.2098,184.7226
TON,2017,20.95968,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1016.789,213.1158
TON,2018,21.94757,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1074.328,235.7889
TON,2019,20.88807,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1122.777,234.5264
TON,2020,22.95634,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1147.811,263.4954
TON,2021,22.9038,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1180.479,270.3746
TON,2022,21.7,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1177.176,255.4472
TON,2023,18.9,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1201.44,227.0722
TUN,2008,20.94903,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,55273.2,11579.2
TUN,2009,20.53421,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,58677.2,12048.9
TUN,2010,20.6423,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,63054.5,13015.9
TUN,2011,21.52446,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,65252.77,14045.31
TUN,2012,21.55116,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,72023.64,15521.93
TUN,2013,21.72053,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,77834.17,16906
TUN,2014,22.97717,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,84748.19,19472.73
TUN,2015,21.89866,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,89802.19,19665.48
TUN,2016,19.62704,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,95286.9,18702
TUN,2017,20.76863,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,102011.5,21186.4
TUN,2018,21.68702,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,112985.5,24503.19
TUN,2019,23.55968,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,122969.3,28971.17
TUN,2020,23.19206,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,119633.4,27745.46
TUN,2021,24.23003,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,130466.1,31611.98
TUR,2008,18.12684,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1002757,181768
TUR,2009,18.57866,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1006373,186970.6
TUR,2010,19.47245,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1167665,227372.9
TUR,2011,19.20667,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1404928,269839.8
TUR,2012,18.72762,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1581479,296173.4
TUR,2013,18.97892,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1823427,346066.8
TUR,2014,18.52556,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2054898,380681.3
TUR,2015,18.6325,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2350941,438039
TUR,2016,18.77774,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2626560,493208.7
TUR,2017,18.19131,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3133704,570061.7
TUR,2018,17.70238,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3761166,665815.8
TUR,2019,17.17743,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4317809,741688.8
TUR,2020,18.13332,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5048567,915472.8
TUR,2021,18.19297,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7256143,1320108
TUR,2022,17.77334,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.50e+07,2668094
TUR,2023,18.79523,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.65e+07,4989331
TUV,2012,28.45061,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,35.92894,10.222
TUV,2013,34.72085,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,38.85603,13.49114
TUV,2014,30.06953,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,41.69781,12.53833
TUV,2015,33.06034,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,48.17723,15.92756
TUV,2016,26.83856,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,55.5,14.8954
TUV,2017,,Derived using data on general government tax revenue to GDP from  and the spliced GDP,59.1,
TUV,2018,,Derived using data on general government tax revenue to GDP from  and the spliced GDP,64.3,
TUV,2019,,Derived using data on general government tax revenue to GDP from  and the spliced GDP,77.9,
TUV,2020,20.19115,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,75.2,15.18374
TUV,2021,22.05101,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,83.1,18.32439
TWN,2000,13.16448,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.03e+07,1359700
TWN,2001,8.792986,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.01e+07,889799.9
TWN,2002,7.740635,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.06e+07,822900
TWN,2003,7.540258,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.09e+07,823700
TWN,2004,7.868929,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.16e+07,912500
TWN,2005,8.829681,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.20e+07,1062800
TWN,2006,8.6792,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.26e+07,1091200
TWN,2007,9.025797,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.34e+07,1206200
TWN,2008,9.450865,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.31e+07,1239490
TWN,2009,8.124885,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.29e+07,1049690
TWN,2010,7.677337,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.41e+07,1079460
TWN,2011,8.428713,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.43e+07,1202120
TWN,2012,8.304807,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.47e+07,1218960
TWN,2013,7.973032,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.53e+07,1217540
TWN,2014,8.271842,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.63e+07,1344840
TWN,2015,8.6,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.71e+07,1466737
TWN,2016,8.7,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.76e+07,1527308
TWN,2017,8.6,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.80e+07,1546568
TWN,2018,8.9,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.84e+07,1635377
TWN,2019,9,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.89e+07,1701777
TWN,2020,8.1,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.99e+07,1613099
TWN,2021,9.249312,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,2.17e+07,2003700
TWN,2022,10.2,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,2.27e+07,2313344
TZA,2014,11.66556,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8.48e+07,9886612
UGA,2015,10.17388,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9.78e+07,9948102
UGA,2016,10.85022,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.04e+08,1.13e+07
UGA,2017,11.08762,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.14e+08,1.26e+07
UGA,2018,11.12998,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.27e+08,1.41e+07
UGA,2019,11.56855,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.40e+08,1.62e+07
UGA,2020,11.31337,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.42e+08,1.60e+07
UGA,2021,12.07035,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.54e+08,1.85e+07
UGA,2022,11.70974,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.75e+08,2.05e+07
UGA,2023,12.50883,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.90e+08,2.38e+07
UKR,2001,19.62518,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,211175,41443.47
UKR,2002,20.29468,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,234138,47517.56
UKR,2003,20.49034,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,277355,56830.98
UKR,2004,18.47172,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,357544,66044.53
UKR,2005,22.32748,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,457325,102109.1
UKR,2006,23.22826,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,565018,131243.8
