ISO3,year,exports,source,nGDP,exports_GDP
UKR,1996,37215,Derived using data on exports from UN and the spliced GDP,84422.76,.4408171
UKR,1997,37898,Derived using data on exports from UN and the spliced GDP,96690.72,.3919508
UKR,1998,42974,Derived using data on exports from UN and the spliced GDP,106247.4,.404471
UKR,1999,70884,Derived using data on exports from UN and the spliced GDP,135088.4,.524723
UKR,2000,106200,Derived using data on exports from EUS and the spliced GDP,176128,.6029705
UKR,2001,106958,Derived using data on exports from EUS and the spliced GDP,211175,.5064899
UKR,2002,117347,Derived using data on exports from EUS and the spliced GDP,234138,.5011873
UKR,2003,145731,Derived using data on exports from EUS and the spliced GDP,277355,.5254313
UKR,2004,209867,Derived using data on exports from EUS and the spliced GDP,357544,.5869683
UKR,2005,218280,Derived using data on exports from EUS and the spliced GDP,457325,.4772973
UKR,2006,244193,Derived using data on exports from EUS and the spliced GDP,565018,.4321862
UKR,2007,310131,Derived using data on exports from EUS and the spliced GDP,751106,.4128991
UKR,2008,428627,Derived using data on exports from EUS and the spliced GDP,990819,.4325987
UKR,2009,406554,Derived using data on exports from EUS and the spliced GDP,947042,.4292882
UKR,2010,507869,Derived using data on exports from EUS and the spliced GDP,1079346,.470534
UKR,2011,647608,Derived using data on exports from EUS and the spliced GDP,1299991,.4981635
UKR,2012,670319,Derived using data on exports from EUS and the spliced GDP,1404669,.4772078
UKR,2013,629401,Derived using data on exports from EUS and the spliced GDP,1465198,.4295672
UKR,2014,771129,Derived using data on exports from EUS and the spliced GDP,1586915,.4859296
UKR,2015,1045928,Derived using data on exports from EUS and the spliced GDP,1988544,.5259768
UKR,2016,1175953,Derived using data on exports from EUS and the spliced GDP,2385367,.4929862
UKR,2017,1434713,Derived using data on exports from EUS and the spliced GDP,2981227,.4812492
UKR,2018,1610511,Derived using data on exports from EUS and the spliced GDP,3560302,.4523523
UKR,2019,1639866,Derived using data on exports from EUS and the spliced GDP,3977198,.4123169
UKR,2020,1639060,Derived using data on exports from EUS and the spliced GDP,4222026,.3882165
UKR,2021,2217860,Derived using data on exports from EUS and the spliced GDP,5450849,.4068834
UKR,2022,1857010,Derived using data on exports from EUS and the spliced GDP,5239114,.3544511
UKR,2023,1875744,Derived using data on exports from EUS and the spliced GDP,6627961,.2830047
UKR,2024,2129278,Derived using data on exports from IMF_IFS and the spliced GDP,7658659,.2780223
UKR,2025,2260888,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,8674389,.2606395
UKR,2026,2578046,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,9864862,.2613362
UKR,2027,2740385,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,1.09e+07,.2507832
UKR,2028,3011108,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,1.20e+07,.2516159
UKR,2029,3248082,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,1.31e+07,.2480743
URY,1870,.0000153,Derived using data on exports from Tena and the spliced GDP,.000075,.2040203
URY,1871,.0000196,Derived using data on exports from Tena and the spliced GDP,.0000809,.242154
URY,1872,.0000215,Derived using data on exports from Tena and the spliced GDP,.0001026,.2092325
URY,1873,.0000222,Derived using data on exports from Tena and the spliced GDP,.0001075,.2064813
URY,1874,.0000217,Derived using data on exports from Tena and the spliced GDP,.0000979,.2213611
URY,1875,.0000177,Derived using data on exports from Tena and the spliced GDP,.0000868,.2041717
URY,1876,.0000224,Derived using data on exports from Tena and the spliced GDP,.0000962,.2329235
URY,1877,.0000276,Derived using data on exports from Tena and the spliced GDP,.0001042,.2644081
URY,1878,.0000309,Derived using data on exports from Tena and the spliced GDP,.0001151,.2684359
URY,1879,.0000315,Derived using data on exports from Tena and the spliced GDP,.0001098,.2868894
URY,1880,.0000407,Derived using data on exports from Tena and the spliced GDP,.0001209,.3364264
URY,1881,.0000315,Derived using data on exports from Tena and the spliced GDP,.0001155,.272441
URY,1882,.0000365,Derived using data on exports from Tena and the spliced GDP,.0001273,.2871311
URY,1883,.0000408,Derived using data on exports from Tena and the spliced GDP,.00015,.2720892
URY,1884,.0000404,Derived using data on exports from Tena and the spliced GDP,.0001474,.2742899
URY,1885,.0000337,Derived using data on exports from Tena and the spliced GDP,.000159,.2118491
URY,1886,.0000348,Derived using data on exports from Tena and the spliced GDP,.0001521,.2289971
URY,1887,.00003,Derived using data on exports from Tena and the spliced GDP,.000132,.2271807
URY,1888,.0000404,Derived using data on exports from Tena and the spliced GDP,.0001674,.2411009
URY,1889,.000043,Derived using data on exports from Tena and the spliced GDP,.0001813,.2369513
URY,1890,.0000278,Derived using data on exports from Tena and the spliced GDP,.0001655,.1678524
URY,1891,.0000317,Derived using data on exports from Tena and the spliced GDP,.0001732,.182765
URY,1892,.0000271,Derived using data on exports from Tena and the spliced GDP,.0001528,.1773853
URY,1893,.0000305,Derived using data on exports from Tena and the spliced GDP,.0001696,.1795338
URY,1894,.0000402,Derived using data on exports from Tena and the spliced GDP,.0001787,.2247438
URY,1895,.0000431,Derived using data on exports from Tena and the spliced GDP,.0001776,.2429471
URY,1896,.0000386,Derived using data on exports from Tena and the spliced GDP,.0001895,.203441
URY,1897,.0000353,Derived using data on exports from Tena and the spliced GDP,.0001964,.1798633
URY,1898,.0000338,Derived using data on exports from Tena and the spliced GDP,.0001919,.1763287
URY,1899,.0000401,Derived using data on exports from Tena and the spliced GDP,.0002135,.1879157
URY,1900,.0000338,Derived using data on exports from Tena and the spliced GDP,.0002155,.1567823
URY,1901,.0000405,Derived using data on exports from Tena and the spliced GDP,.0002196,.1845647
URY,1902,.0000355,Derived using data on exports from Tena and the spliced GDP,.0002355,.1506426
URY,1903,.0000441,Derived using data on exports from Tena and the spliced GDP,.000235,.1878045
URY,1904,.0000485,Derived using data on exports from Tena and the spliced GDP,.0002337,.2075241
URY,1905,.0000371,Derived using data on exports from Tena and the spliced GDP,.000222,.1671148
URY,1906,.0000452,Derived using data on exports from Tena and the spliced GDP,.0002575,.1755861
URY,1907,.0000523,Derived using data on exports from Tena and the spliced GDP,.0002837,.1844844
URY,1908,.0000497,Derived using data on exports from Tena and the spliced GDP,.0002935,.1694273
URY,1909,.0000609,Derived using data on exports from Tena and the spliced GDP,.0003247,.1876671
URY,1910,.0000593,Derived using data on exports from Tena and the spliced GDP,.000358,.1655737
URY,1911,.0000562,Derived using data on exports from Tena and the spliced GDP,.0003513,.1598572
URY,1912,.0000654,Derived using data on exports from Tena and the spliced GDP,.0003937,.1661443
URY,1913,.0000663,Derived using data on exports from Tena and the spliced GDP,.0004519,.1467863
URY,1914,.0000652,Derived using data on exports from Tena and the spliced GDP,.0004203,.1552317
URY,1915,.0000821,Derived using data on exports from Tena and the spliced GDP,.0004118,.1993631
URY,1916,.0000827,Derived using data on exports from Tena and the spliced GDP,.0004209,.1965855
URY,1917,.0001159,Derived using data on exports from Tena and the spliced GDP,.0005393,.2148559
URY,1918,.00013,Derived using data on exports from Tena and the spliced GDP,.0006694,.1941845
URY,1919,.0001649,Derived using data on exports from Tena and the spliced GDP,.0007257,.2272717
URY,1920,.0000904,Derived using data on exports from Tena and the spliced GDP,.0007259,.1245904
URY,1921,.0000787,Derived using data on exports from Tena and the spliced GDP,.0005981,.1315858
URY,1922,.0000867,Derived using data on exports from Tena and the spliced GDP,.0005925,.1463598
URY,1923,.0001127,Derived using data on exports from Tena and the spliced GDP,.0006579,.171248
URY,1924,.0001197,Derived using data on exports from Tena and the spliced GDP,.000751,.1593245
URY,1925,.0001107,Derived using data on exports from Tena and the spliced GDP,.0007665,.1444497
URY,1926,.0001056,Derived using data on exports from Tena and the spliced GDP,.000744,.1419701
URY,1927,.000108,Derived using data on exports from Tena and the spliced GDP,.0008149,.1325215
URY,1928,.0001129,Derived using data on exports from Tena and the spliced GDP,.0008968,.1258933
URY,1929,.0001041,Derived using data on exports from Tena and the spliced GDP,.0008913,.1168095
URY,1930,.000113,Derived using data on exports from Tena and the spliced GDP,.0009613,.117599
URY,1931,.0000877,Derived using data on exports from Tena and the spliced GDP,.00085,.1031817
URY,1932,.0000653,Derived using data on exports from Tena and the spliced GDP,.0008017,.0814237
URY,1933,.0000747,Derived using data on exports from Tena and the spliced GDP,.0007555,.0988566
URY,1934,.0000781,Derived using data on exports from Tena and the spliced GDP,.0008512,.0918025
URY,1935,.0001068,Derived using data on exports from Tena and the spliced GDP,.0009447,.113064
URY,1936,.000101,Derived using data on exports from Tena and the spliced GDP,.001025,.0985718
URY,1937,.0001108,Derived using data on exports from Tena and the spliced GDP,.0011249,.0985026
URY,1938,.0001079,Derived using data on exports from Tena and the spliced GDP,.0011291,.0955232
URY,1939,.0001152,Derived using data on exports from HFS and the spliced GDP,.0011957,.0963431
URY,1940,.0001161,Derived using data on exports from HFS and the spliced GDP,.0012583,.0922489
URY,1941,.0001238,Derived using data on exports from HFS and the spliced GDP,.00143,.0865471
URY,1942,.000101,Derived using data on exports from HFS and the spliced GDP,.0013624,.0741636
URY,1943,.0001748,Derived using data on exports from HFS and the spliced GDP,.0013551,.1290005
URY,1944,.0001706,Derived using data on exports from HFS and the spliced GDP,.00176,.0969378
URY,1945,.0002133,Derived using data on exports from HFS and the spliced GDP,.0019521,.1092491
URY,1946,.0002671,Derived using data on exports from HFS and the spliced GDP,.0023712,.1126488
URY,1947,.0002841,Derived using data on exports from HFS and the spliced GDP,.0027838,.1020408
URY,1948,,Derived using data on exports from Mitchell and the spliced GDP,.0030082,
URY,1949,,Derived using data on exports from Mitchell and the spliced GDP,.0035614,
URY,1950,,Derived using data on exports from Mitchell and the spliced GDP,.0037552,
URY,1951,,Derived using data on exports from Mitchell and the spliced GDP,.004638,
URY,1952,,Derived using data on exports from Mitchell and the spliced GDP,.0053705,
URY,1953,,Derived using data on exports from Mitchell and the spliced GDP,.0059398,
URY,1954,,Derived using data on exports from Mitchell and the spliced GDP,.0071101,
URY,1955,,Derived using data on exports from Mitchell and the spliced GDP,.0061723,
URY,1956,,Derived using data on exports from Mitchell and the spliced GDP,.0068203,
URY,1957,.0006769,Derived using data on exports from Mitchell and the spliced GDP,.0092087,.0735115
URY,1958,.0012865,Derived using data on exports from Mitchell and the spliced GDP,.0080526,.1597568
URY,1959,.0012957,Derived using data on exports from Mitchell and the spliced GDP,.0116918,.1108229
URY,1960,.0018761,Derived using data on exports from IMF_WEO and the spliced GDP,.0207244,.0905282
URY,1961,.0023452,Derived using data on exports from IMF_WEO and the spliced GDP,.0260551,.0900085
URY,1962,.0020638,Derived using data on exports from IMF_WEO and the spliced GDP,.0260094,.0793466
URY,1963,.0026266,Derived using data on exports from IMF_WEO and the spliced GDP,.0302385,.0868626
URY,1964,.0037523,Derived using data on exports from IMF_WEO and the spliced GDP,.0407886,.0919934
URY,1965,.0094745,Derived using data on exports from IMF_WEO and the spliced GDP,.0604937,.1566198
URY,1966,.0156658,Derived using data on exports from IMF_WEO and the spliced GDP,.1030708,.1519904
URY,1967,.0229827,Derived using data on exports from IMF_WEO and the spliced GDP,.181129,.126886
URY,1968,.0526258,Derived using data on exports from IMF_WEO and the spliced GDP,.4037478,.1303432
URY,1969,.0624755,Derived using data on exports from IMF_WEO and the spliced GDP,.5144994,.1214297
URY,1970,.069042,Derived using data on exports from UN and the spliced GDP,.629336,.1097061
URY,1971,.06715,Derived using data on exports from UN and the spliced GDP,.756041,.0888179
URY,1972,.168349,Derived using data on exports from UN and the spliced GDP,1.300559,.1294436
URY,1973,.334806,Derived using data on exports from UN and the spliced GDP,2.681748,.1248462
URY,1974,.606245,Derived using data on exports from UN and the spliced GDP,4.760339,.1273533
URY,1975,1.245592,Derived using data on exports from UN and the spliced GDP,8.551018,.1456659
URY,1976,2.222583,Derived using data on exports from UN and the spliced GDP,13.23387,.1679466
URY,1977,3.569374,Derived using data on exports from UN and the spliced GDP,20.85397,.1711604
URY,1978,5.230164,Derived using data on exports from UN and the spliced GDP,32.38831,.1614831
URY,1979,8.890332,Derived using data on exports from UN and the spliced GDP,60.34195,.1473325
URY,1980,13.10946,Derived using data on exports from UN and the spliced GDP,96.55132,.1357771
URY,1981,17.01175,Derived using data on exports from UN and the spliced GDP,128.2265,.1326695
URY,1982,17.09214,Derived using data on exports from UN and the spliced GDP,134.7639,.1268303
URY,1983,42.27637,Derived using data on exports from UN and the spliced GDP,193.7288,.2182245
URY,1984,67.61198,Derived using data on exports from UN and the spliced GDP,299.3174,.2258873
URY,1985,120.172,Derived using data on exports from UN and the spliced GDP,528.6064,.2273373
URY,1986,219.0261,Derived using data on exports from UN and the spliced GDP,983.4054,.2227221
URY,1987,337.5016,Derived using data on exports from UN and the spliced GDP,1834.919,.1839327
URY,1988,609.4348,Derived using data on exports from UN and the spliced GDP,3010.023,.2024685
URY,1989,1155.565,Derived using data on exports from UN and the spliced GDP,5344.462,.2162173
URY,1990,2401.169,Derived using data on exports from UN and the spliced GDP,10805.35,.2222203
URY,1991,4390.146,Derived using data on exports from UN and the spliced GDP,22387.46,.1960984
