ISO3,year,govdebt_GDP,nGDP,govdebt,source
LKA,1973,37.04287,22423.95,8306.474,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1974,34.50684,28990.38,10003.67,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1975,36.33278,31601.08,11481.55,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1976,42.71511,36092.85,15417.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1977,57.61003,43071.89,24813.73,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1978,60.1376,51930.01,31229.46,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1979,56.23212,63256.82,35570.65,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1980,60.73779,80863.35,49114.61,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1981,62.20024,100019.5,62212.38,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1982,66.3255,115403.4,76541.86,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1983,66.18179,141050,93349.43,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1984,56.26594,174350.8,98100.09,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1985,66.47766,186679.5,124100.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1986,71.87094,204046.6,146650.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1987,79.53819,223431.3,177713.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1988,82.57297,258873.2,213759.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1989,88.86231,293728.2,261013.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1990,78.938,376172.8,296943.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1991,80.493,437486.2,352145.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1992,77.942,499058.7,388976.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1993,79.171,591299.8,468137.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1994,77.897,685313.4,533838.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1995,77.807,783792.8,609845.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1996,76.227,912806.9,695805.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1997,70.147,1054391,739623.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1998,74.243,1196720,888480.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,1999,77.695,1302681,1012118,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2000,79.202,1473246,1166841,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2001,84.364,1641449,1384792,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2002,96.301,1872378,1803118,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2003,86.45,2085740,1803122,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2004,86.499,2392882,2069819,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2005,76.589,2807109,2149937,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2006,74.29,3385553,2515128,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2007,71.849,4150288,2981941,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2008,68.782,5149170,3541702,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2009,72.75,5682393,4133941,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2010,68.731,6629667,4556637,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2011,69.428,7491156,5200960,Derived using data on general government debt to GDP and central government and the spliced GDP.
LKA,2012,67.504,8989301,6068138,Derived using data on general government debt to GDP and central government and the spliced GDP.
