ISO3,year,CA_GDP,source,nGDP,CA
PYF,2012,1.372407,Derived using data on current account balance to GDP from WDI and the spliced GDP,528755,7256.672
PYF,2013,3.273545,Derived using data on current account balance to GDP from WDI and the spliced GDP,541961,17741.34
PYF,2014,4.296497,Derived using data on current account balance to GDP from WDI and the spliced GDP,552599,23742.4
PYF,2015,5.467329,Derived using data on current account balance to GDP from WDI and the spliced GDP,572812,31317.52
PYF,2016,7.494275,Derived using data on current account balance to GDP from WDI and the spliced GDP,592618,44412.42
QAT,1980,125.49,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,28663,35969.2
QAT,1981,111.52,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,31568,35204.63
QAT,1982,87.06,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,27705,24119.97
QAT,1983,67.266,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,23605,15878.14
QAT,1984,98.829,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,25008,24715.16
QAT,1985,73.191,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,22398,16393.32
QAT,1986,39.348,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,18393,7237.277
QAT,1987,46.116,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,19825,9142.497
QAT,1988,38.548,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,21979,8472.465
QAT,1989,52.476,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,23616,12392.73
QAT,1990,-10.599,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,26792,-2839.684
QAT,1991,-15.592,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,25056,-3906.731
QAT,1992,-16.701,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,27832,-4648.222
QAT,1993,-21.638,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,26050,-5636.699
QAT,1994,-19.17,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,26843,-5145.803
QAT,1995,-27.601,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,29622,-8175.968
QAT,1996,-27.269,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,32976,-8992.226
QAT,1997,-30.859,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,41124,-12690.46
QAT,1998,-25.459,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,37330,-9503.845
QAT,1999,.813,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,45111,366.7524
QAT,2000,9.175,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,64646,5931.271
QAT,2001,23.728,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,63840,15147.96
QAT,2002,19.778,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,70484,13940.33
QAT,2003,24.261,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,85663,20782.7
QAT,2004,24.638,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,115512.4,28459.94
QAT,2005,16.762,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,162091,27169.7
QAT,2006,16.133,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,221610.3,35752.39
QAT,2007,15.079,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,290151.6,43751.96
QAT,2008,23.614,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,419582.8,99080.29
QAT,2009,7.244,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,355986.5,25787.66
QAT,2010,20.009,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,455445.4,91130.08
QAT,2011,31.06751,Derived using data on current account balance to GDP from WDI and the spliced GDP,610702,189729.9
QAT,2012,33.18472,Derived using data on current account balance to GDP from WDI and the spliced GDP,680073.9,225680.7
QAT,2013,31.49402,Derived using data on current account balance to GDP from AMF and the spliced GDP,723368.6,227817.9
QAT,2014,23.95925,Derived using data on current account balance to GDP from AMF and the spliced GDP,750657.6,179851.9
QAT,2015,8.501817,Derived using data on current account balance to GDP from AMF and the spliced GDP,588733.4,50053.04
QAT,2016,-5.450068,Derived using data on current account balance to GDP from AMF and the spliced GDP,552305.1,-30101.01
QAT,2017,3.988568,Derived using data on current account balance to GDP from AMF and the spliced GDP,586400.8,23388.99
QAT,2018,9.08294,Derived using data on current account balance to GDP from AMF and the spliced GDP,667339.3,60614.02
QAT,2019,2.422627,Derived using data on current account balance to GDP from AMF and the spliced GDP,641991.4,15553.06
QAT,2020,-2.470829,Derived using data on current account balance to GDP from AMF and the spliced GDP,525657.4,-12988.1
QAT,2021,19.15081,Derived using data on current account balance to GDP from AMF and the spliced GDP,654224.5,125289.3
QAT,2022,26.77783,Derived using data on current account balance to GDP from WDI and the spliced GDP,857981.9,229749
QAT,2023,16.7746,Derived using data on current account balance to GDP from WDI and the spliced GDP,775330.3,130058.5
QAT,2024,17.28607,Derived using data on current account balance to GDP from WDI and the spliced GDP,781945.5,135167.7
QAT,2025,13.273,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,798933.7,106042.5
QAT,2026,12.879,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,855153,110135.2
QAT,2027,14.18,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,925988.2,131305.1
QAT,2028,13.173,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,966930.9,127373.8
QAT,2029,11.316,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,995350.6,112633.9
ROU,1980,-5.198,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,65.09,-3.383378
ROU,1981,-1.494,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,65.81,-.9832013
ROU,1982,1.891,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,76.74,1.451153
